Date,Team A,Team B,Home/Away,Result
02/08/2025,NE Wesleyan,Wartburg,Road,T
02/08/2025,Wartburg,NE Wesleyan,Road,T
02/08/2025,Washington MD,Dickinson,Road,T
02/08/2025,Dickinson,Washington MD,Road,T
02/08/2025,Eureka,Webster,Road,T
02/08/2025,Webster,Eureka,Road,T
02/08/2025,Hartford,Wentworth Tech,Road,T
02/08/2025,Wentworth Tech,Hartford,Road,T
02/08/2025,Wesleyan GA,Piedmont,Road,T
02/08/2025,Piedmont,Wesleyan GA,Road,T
02/08/2025,Westminster MO,Greenville,Road,T
02/08/2025,Greenville,Westminster MO,Road,T
02/08/2025,Westminster PA,Waynesburg,Road,T
02/08/2025,Waynesburg,Westminster PA,Road,T
02/08/2025,Whitman,Lewis & Clark,Road,T
02/08/2025,Lewis & Clark,Whitman,Road,T
02/08/2025,Claremont-Mudd-Scripps,Whittier,Road,T
02/08/2025,Whittier,Claremont-Mudd-Scripps,Road,T
02/08/2025,Whitworth,Willamette,Road,T
02/08/2025,Willamette,Whitworth,Road,T
02/08/2025,Widener,Hood,Road,T
02/08/2025,Hood,Widener,Road,T
02/08/2025,Wilkes,Susquehanna,Road,T
02/08/2025,Susquehanna,Wilkes,Road,T
02/08/2025,Williams,Bowdoin,Road,T
02/08/2025,Bowdoin,Williams,Road,T
02/08/2025,UW-Eau Claire,UW-La Crosse,Road,T
02/08/2025,UW-La Crosse,UW-Eau Claire,Road,T
02/08/2025,UW-River Falls,UW-Oshkosh,Road,T
02/08/2025,UW-Oshkosh,UW-River Falls,Road,T
02/08/2025,UW-Platteville,UW-Stevens Point,Road,T
02/08/2025,UW-Stevens Point,UW-Platteville,Road,T
02/08/2025,UW-Whitewater,UW-Stout,Road,T
02/08/2025,UW-Stout,UW-Whitewater,Road,T
02/08/2025,Ohio Wesleyan,Wittenberg,Road,T
02/08/2025,Wittenberg,Ohio Wesleyan,Road,T
02/08/2025,Brooklyn Col,John Jay,Road,T
02/08/2025,John Jay,Brooklyn Col,Road,T
02/08/2025,Alvernia,York PA,Road,T
02/08/2025,York PA,Alvernia,Road,T
02/08/2025,Lancaster Bib,Bryn Athyn,Road,T
02/08/2025,Bryn Athyn,Lancaster Bib,Road,T
02/08/2025,Buena Vista,Dubuque,Road,T
02/08/2025,Dubuque,Buena Vista,Road,T
02/09/2025,Dallas Univ,Colorado Col,Road,T
02/09/2025,Colorado Col,Dallas Univ,Road,T
02/09/2025,Bates,Wesleyan CT,Road,T
02/09/2025,Wesleyan CT,Bates,Road,T
02/09/2025,Emory,Case Western,Road,T
02/09/2025,Case Western,Emory,Road,T
02/09/2025,SUNY Cobleskill,Lesley,Road,T
02/09/2025,Lesley,SUNY Cobleskill,Road,T
02/09/2025,McMurry,Centenary,Road,T
02/09/2025,Centenary,McMurry,Road,T
02/09/2025,Chicago,Brandeis,Road,T
02/09/2025,Brandeis,Chicago,Road,T
02/09/2025,Hendrix,Millsaps,Road,T
02/09/2025,Millsaps,Hendrix,Road,T
02/09/2025,Austin Col,St. Thomas TX,Road,T
02/09/2025,St. Thomas TX,Austin Col,Road,T
02/09/2025,Oglethorpe,Sewanee,Road,T
02/09/2025,Sewanee,Oglethorpe,Road,T
02/09/2025,Berry,Centre,Road,T
02/09/2025,Centre,Berry,Road,T
02/09/2025,Rochester,Carnegie Mellon,Road,T
02/09/2025,Carnegie Mellon,Rochester,Road,T
02/09/2025,Farmingdale,Yeshiva,Road,T
02/09/2025,Yeshiva,Farmingdale,Road,T
02/09/2025,Concordia TX,Univ Ozarks,Road,T
02/09/2025,Univ Ozarks,Concordia TX,Road,T
02/09/2025,WashU,NYU,Road,T
02/09/2025,NYU,WashU,Road,T
02/10/2025,Pfeiffer,Warren Wilson,Road,T
02/10/2025,Warren Wilson,Pfeiffer,Road,T
02/11/2025,City Col NY,Hunter,Road,T
02/11/2025,Hunter,City Col NY,Road,T
02/11/2025,Knox,Monmouth IL,Road,T
02/11/2025,Monmouth IL,Knox,Road,T
02/11/2025,Hartford,Roger Williams,Road,T
02/11/2025,Roger Williams,Hartford,Road,T
02/11/2025,Gallaudet,PSU-Abington,Road,T
02/11/2025,PSU-Abington,Gallaudet,Road,T
02/11/2025,Suffolk,W New England,Road,T
02/11/2025,W New England,Suffolk,Road,T
02/11/2025,Rochester Tech,Ithaca,Road,T
02/11/2025,Ithaca,Rochester Tech,Road,T
02/11/2025,St. Joseph's LI,Manhattanville,Road,T
02/11/2025,Manhattanville,St. Joseph's LI,Road,T
02/11/2025,Nichols,Endicott,Road,T
02/11/2025,Endicott,Nichols,Road,T
02/11/2025,Sarah Lawrence,Merchant Marine,Road,T
02/11/2025,Merchant Marine,Sarah Lawrence,Road,T
02/11/2025,St. Elizabeth,PSU-Berks,Road,T
02/11/2025,PSU-Berks,St. Elizabeth,Road,T
02/11/2025,St. Joseph's NY,Mt. St. Vincent,Road,T
02/11/2025,Mt. St. Vincent,St. Joseph's NY,Road,T
02/11/2025,Cornell IA,Ripon,Road,T
02/11/2025,Ripon,Cornell IA,Road,T
02/11/2025,Piedmont,Covenant,Road,T
02/11/2025,Covenant,Piedmont,Road,T
02/11/2025,Curry,Gordon,Road,T
02/11/2025,Gordon,Curry,Road,T
02/11/2025,Grinnell,Illinois Col,Road,T
02/11/2025,Illinois Col,Grinnell,Road,T
02/11/2025,Maryville TN,Asbury,Road,T
02/11/2025,Asbury,Maryville TN,Road,T
02/11/2025,Keystone,Cedar Crest,Road,T
02/11/2025,Cedar Crest,Keystone,Road,T
02/11/2025,Agnes Scott,LaGrange,Road,T
02/11/2025,LaGrange,Agnes Scott,Road,T
02/11/2025,Lawrence,Lake Forest,Road,T
02/11/2025,Lake Forest,Lawrence,Road,T
02/11/2025,NVU-Lyndon,Lesley,Road,T
02/11/2025,Lesley,NVU-Lyndon,Road,T
02/11/2025,Purchase,Mt. St. Mary,Road,T
02/11/2025,Mt. St. Mary,Purchase,Road,T
02/11/2025,Baruch,Medgar Evers,Road,T
02/11/2025,Medgar Evers,Baruch,Road,T
02/11/2025,Lancaster Bib,Notre Dame MD,Road,T
02/11/2025,Notre Dame MD,Lancaster Bib,Road,T
02/11/2025,Puget Sound,Pac Lutheran,Road,T
02/11/2025,Pac Lutheran,Puget Sound,Road,T
02/11/2025,Bryn Athyn,PSU-Harrisburg,Road,T
02/11/2025,PSU-Harrisburg,Bryn Athyn,Road,T
02/11/2025,Greenville,Principia,Road,T
02/11/2025,Principia,Greenville,Road,T
02/11/2025,Rosemont,Penn Col Tech,Road,T
02/11/2025,Penn Col Tech,Rosemont,Road,T
02/11/2025,Valley Forge,St. Mary's MD,Road,T
02/11/2025,St. Mary's MD,Valley Forge,Road,T
02/11/2025,Tufts,Smith,Road,T
02/11/2025,Smith,Tufts,Road,T
02/11/2025,U New England,Wentworth Tech,Road,T
02/11/2025,Wentworth Tech,U New England,Road,T
02/11/2025,Huntingdon,Wesleyan GA,Road,T
02/11/2025,Wesleyan GA,Huntingdon,Road,T
02/11/2025,Old Westbury,Yeshiva,Road,T
02/11/2025,Yeshiva,Old Westbury,Road,T
02/11/2025,Brooklyn Col,York NY,Road,T
02/11/2025,York NY,Brooklyn Col,Road,T
02/12/2025,Clark MA,Coast Guard,Road,T
02/12/2025,Coast Guard,Clark MA,Road,T
02/12/2025,Elizabethtown,Goucher,Road,T
02/12/2025,Goucher,Elizabethtown,Road,T
02/12/2025,Muhlenberg,Frank & Marsh,Road,T
02/12/2025,Frank & Marsh,Muhlenberg,Road,T
02/12/2025,Hanover,Anderson IN,Road,T
02/12/2025,Anderson IN,Hanover,Road,T
02/12/2025,Hilbert,Penn State-Behrend,Road,T
02/12/2025,Penn State-Behrend,Hilbert,Road,T
02/12/2025,Stevenson,Hood,Road,T
02/12/2025,Hood,Stevenson,Road,T
02/12/2025,John Carroll,Baldwin Wallace,Road,T
02/12/2025,Baldwin Wallace,John Carroll,Road,T
02/12/2025,Kenyon,Ohio Wesleyan,Road,T
02/12/2025,Ohio Wesleyan,Kenyon,Road,T
02/12/2025,Lehman,John Jay,Road,T
02/12/2025,John Jay,Lehman,Road,T
02/12/2025,Arcadia,Misericordia,Road,T
02/12/2025,Misericordia,Arcadia,Road,T
02/12/2025,Smith,Mt. Holyoke,Road,T
02/12/2025,Mt. Holyoke,Smith,Road,T
02/12/2025,Claremont-Mudd-Scripps,Occidental,Road,T
02/12/2025,Occidental,Claremont-Mudd-Scripps,Road,T
02/12/2025,Elms,Regis MA,Road,T
02/12/2025,Regis MA,Elms,Road,T
02/12/2025,Rhode Island College,Western Connecticut,Road,T
02/12/2025,Western Connecticut,Rhode Island College,Road,T
02/12/2025,Rutgers-Camden,Stockton,Road,T
02/12/2025,Stockton,Rutgers-Camden,Road,T
02/12/2025,Augsburg,St. Mary's MN,Road,T
02/12/2025,St. Mary's MN,Augsburg,Road,T
02/12/2025,Transylvania,Franklin,Road,T
02/12/2025,Franklin,Transylvania,Road,T
02/12/2025,S Virginia,Bridgewater (VA),Road,T
02/12/2025,Bridgewater (VA),S Virginia,Road,T
02/12/2025,UW-Eau Claire,UW-Platteville,Road,T
02/12/2025,UW-Platteville,UW-Eau Claire,Road,T
02/12/2025,N Central IL,Carroll,Road,T
02/12/2025,Carroll,N Central IL,Road,T
02/12/2025,Olivet MI,St. Mary's IN,Road,T
02/12/2025,St. Mary's IN,Olivet MI,Road,T
02/12/2025,MA Boston,MA Dartmouth,Road,T
02/12/2025,MA Dartmouth,MA Boston,Road,T
02/12/2025,Dickinson,Gettysburg,Road,T
02/12/2025,Gettysburg,Dickinson,Road,T
02/12/2025,WPI,Emerson,Road,T
02/12/2025,Emerson,WPI,Road,T
02/12/2025,St. Joseph's ME,Emmanuel,Road,T
02/12/2025,Emmanuel,St. Joseph's ME,Road,T
02/12/2025,Wellesley,Wheaton MA,Road,T
02/12/2025,Wheaton MA,Wellesley,Road,T
02/12/2025,Fitchburg St.,Westfield St.,Road,T
02/12/2025,Westfield St.,Fitchburg St.,Road,T
02/12/2025,Wm Paterson,Kean,Road,T
02/12/2025,Kean,Wm Paterson,Road,T
02/12/2025,Wooster,Hiram,Road,T
02/12/2025,Hiram,Wooster,Road,T
02/12/2025,Alverno,Concordia WI,Road,T
02/12/2025,Concordia WI,Alverno,Road,T
02/12/2025,Albertus Magnus,Anna Maria,Road,T
02/12/2025,Anna Maria,Albertus Magnus,Road,T
02/12/2025,Chatham,Bethany WV,Road,T
02/12/2025,Bethany WV,Chatham,Road,T
02/12/2025,Haverford,Bryn Mawr,Road,T
02/12/2025,Bryn Mawr,Haverford,Road,T
02/12/2025,Peace,Methodist,Road,T
02/12/2025,Methodist,Peace,Road,T
02/12/2025,Montclair St.,New Jersey City,Road,T
02/12/2025,New Jersey City,Montclair St.,Road,T
02/12/2025,Simpson (Iowa),NE Wesleyan,Road,T
02/12/2025,NE Wesleyan,Simpson (Iowa),Road,T
02/12/2025,Centenary NJ,Neumann,Road,T
02/12/2025,Neumann,Centenary NJ,Road,T
02/12/2025,N Central MN,MN Morris,Road,T
02/12/2025,MN Morris,N Central MN,Road,T
02/12/2025,Mitchell,Dean,Road,T
02/12/2025,Dean,Mitchell,Road,T
02/12/2025,Carleton,Hamline,Road,T
02/12/2025,Hamline,Carleton,Road,T
02/12/2025,Pomona-Pitzer,Caltech,Road,T
02/12/2025,Caltech,Pomona-Pitzer,Road,T
02/12/2025,Albion,Calvin,Road,T
02/12/2025,Calvin,Albion,Road,T
02/12/2025,Marietta,Capital,Road,T
02/12/2025,Capital,Marietta,Road,T
02/12/2025,Chapman,Whittier,Road,T
02/12/2025,Whittier,Chapman,Road,T
02/12/2025,Coe,Luther,Road,T
02/12/2025,Luther,Coe,Road,T
02/12/2025,TCNJ,Rowan,Road,T
02/12/2025,Rowan,TCNJ,Road,T
02/12/2025,St. Scholastica,St. Catherine,Road,T
02/12/2025,St. Catherine,St. Scholastica,Road,T
02/12/2025,Alfred St.,Pitt-Bradford,Road,T
02/12/2025,Pitt-Bradford,Alfred St.,Road,T
02/12/2025,Concordia IL,Aurora,Road,T
02/12/2025,Aurora,Concordia IL,Road,T
02/12/2025,Bethel,Concordia Moorhead,Road,T
02/12/2025,Concordia Moorhead,Bethel,Road,T
02/12/2025,Allegheny,Washington & Jefferson,Road,T
02/12/2025,Washington & Jefferson,Allegheny,Road,T
02/12/2025,Crown MN,Martin Luther,Road,T
02/12/2025,Martin Luther,Crown MN,Road,T
02/12/2025,Oberlin,Denison,Road,T
02/12/2025,Denison,Oberlin,Road,T
02/12/2025,DeSales,Stevens,Road,T
02/12/2025,Stevens,DeSales,Road,T
02/12/2025,Dominican IL,Rockford,Road,T
02/12/2025,Rockford,Dominican IL,Road,T
02/12/2025,Earlham,Berea,Road,T
02/12/2025,Berea,Earlham,Road,T
02/12/2025,Eastern Connecticut,Keene St.,Road,T
02/12/2025,Keene St.,Eastern Connecticut,Road,T
02/12/2025,Alvernia,Eastern Univ,Road,T
02/12/2025,Eastern Univ,Alvernia,Road,T
02/12/2025,Geneva,Westminster PA,Road,T
02/12/2025,Westminster PA,Geneva,Road,T
02/12/2025,Greensboro,Meredith,Road,T
02/12/2025,Meredith,Greensboro,Road,T
02/12/2025,Thiel,Grove City,Road,T
02/12/2025,Grove City,Thiel,Road,T
02/12/2025,Marymount,Gwynedd-Mercy,Road,T
02/12/2025,Gwynedd-Mercy,Marymount,Road,T
02/12/2025,Ohio Northern,Heidelberg,Road,T
02/12/2025,Heidelberg,Ohio Northern,Road,T
02/12/2025,Hollins,Roanoke,Road,T
02/12/2025,Roanoke,Hollins,Road,T
02/12/2025,Kalamazoo,Hope,Road,T
02/12/2025,Hope,Kalamazoo,Road,T
02/12/2025,North Park,Illinois Wesleyan,Road,T
02/12/2025,Illinois Wesleyan,North Park,Road,T
02/12/2025,Johns Hopkins,McDaniel,Road,T
02/12/2025,McDaniel,Johns Hopkins,Road,T
02/12/2025,J&W RI,St. Joseph CT,Road,T
02/12/2025,St. Joseph CT,J&W RI,Road,T
02/12/2025,Catholic,Juniata,Road,T
02/12/2025,Juniata,Catholic,Road,T
02/12/2025,Delaware Val,King's PA,Road,T
02/12/2025,King's PA,Delaware Val,Road,T
02/12/2025,Lakeland,St. Norbert,Road,T
02/12/2025,St. Norbert,Lakeland,Road,T
02/12/2025,Lebanon Val,FDU Madison,Road,T
02/12/2025,FDU Madison,Lebanon Val,Road,T
02/12/2025,Susquehanna,Lycoming,Road,T
02/12/2025,Lycoming,Susquehanna,Road,T
02/12/2025,Augustana,Wheaton (IL),Road,T
02/12/2025,Wheaton (IL),Augustana,Road,T
02/12/2025,Edgewood,Marian WI,Road,T
02/12/2025,Marian WI,Edgewood,Road,T
02/12/2025,Mary Washington,Shenandoah,Road,T
02/12/2025,Shenandoah,Mary Washington,Road,T
02/12/2025,Adrian,Trine,Road,T
02/12/2025,Trine,Adrian,Road,T
02/12/2025,MIT,Babson,Road,T
02/12/2025,Babson,MIT,Road,T
02/12/2025,Averett,Guilford,Road,T
02/12/2025,Guilford,Averett,Road,T
02/12/2025,Widener,Messiah,Road,T
02/12/2025,Messiah,Widener,Road,T
02/12/2025,Millikin,Elmhurst,Road,T
02/12/2025,Elmhurst,Millikin,Road,T
02/12/2025,Muskingum,Mt. Union,Road,T
02/12/2025,Mt. Union,Muskingum,Road,T
02/12/2025,N England Col,Norwich,Road,T
02/12/2025,Norwich,N England Col,Road,T
02/12/2025,UW-Superior,Northland,Road,T
02/12/2025,Northland,UW-Superior,Road,T
02/12/2025,Northwestern MN,Bethany Luth,Road,T
02/12/2025,Bethany Luth,Northwestern MN,Road,T
02/12/2025,Berry,Oglethorpe,Road,T
02/12/2025,Oglethorpe,Berry,Road,T
02/12/2025,Wilmington OH,Otterbein,Road,T
02/12/2025,Otterbein,Wilmington OH,Road,T
02/12/2025,Benedictine IL,IL Tech,Road,T
02/12/2025,IL Tech,Benedictine IL,Road,T
02/12/2025,La Roche,Pitt-Greensburg,Road,T
02/12/2025,Pitt-Greensburg,La Roche,Road,T
02/12/2025,Plymouth St.,Castleton,Road,T
02/12/2025,Castleton,Plymouth St.,Road,T
02/12/2025,Ramapo,Rutgers-Newark,Road,T
02/12/2025,Rutgers-Newark,Ramapo,Road,T
02/12/2025,La Verne,Redlands,Road,T
02/12/2025,Redlands,La Verne,Road,T
02/12/2025,Colby-Sawyer,Rivier,Road,T
02/12/2025,Rivier,Colby-Sawyer,Road,T
02/12/2025,Mt. St. Joseph,Rose-Hulman,Road,T
02/12/2025,Rose-Hulman,Mt. St. Joseph,Road,T
02/12/2025,Macalester,St. Benedict,Road,T
02/12/2025,St. Benedict,Macalester,Road,T
02/12/2025,Gustavus Adolphus,St. Olaf,Road,T
02/12/2025,St. Olaf,Gustavus Adolphus,Road,T
02/12/2025,St. Vincent,Waynesburg,Road,T
02/12/2025,Waynesburg,St. Vincent,Road,T
02/12/2025,Brevard,Salem NC,Road,T
02/12/2025,Salem NC,Brevard,Road,T
02/12/2025,Salisbury,Randolph-Macon,Road,T
02/12/2025,Randolph-Macon,Salisbury,Road,T
02/12/2025,Scranton,Moravian,Road,T
02/12/2025,Moravian,Scranton,Road,T
02/12/2025,Webster,Spalding,Road,T
02/12/2025,Spalding,Webster,Road,T
02/12/2025,Salve Regina,Springfield,Road,T
02/12/2025,Springfield,Salve Regina,Road,T
02/12/2025,Bluffton,Manchester,Road,T
02/12/2025,Manchester,Bluffton,Road,T
02/12/2025,Lynchburg,VA Wesleyan,Road,T
02/12/2025,VA Wesleyan,Lynchburg,Road,T
02/12/2025,Wartburg,Dubuque,Road,T
02/12/2025,Dubuque,Wartburg,Road,T
02/12/2025,Swarthmore,Washington MD,Road,T
02/12/2025,Washington MD,Swarthmore,Road,T
02/12/2025,Bridgewater MA,Worcester St,Road,T
02/12/2025,Worcester St,Bridgewater MA,Road,T
02/12/2025,Fontbonne,Westminster MO,Road,T
02/12/2025,Westminster MO,Fontbonne,Road,T
02/12/2025,Wilkes,Drew,Road,T
02/12/2025,Drew,Wilkes,Road,T
02/12/2025,Milwaukee Eng,Wisconsin Lutheran,Road,T
02/12/2025,Wisconsin Lutheran,Milwaukee Eng,Road,T
02/12/2025,UW-La Crosse,UW-Whitewater,Road,T
02/12/2025,UW-Whitewater,UW-La Crosse,Road,T
02/12/2025,UW-Oshkosh,UW-Stevens Point,Road,T
02/12/2025,UW-Stevens Point,UW-Oshkosh,Road,T
02/12/2025,UW-Stout,UW-River Falls,Road,T
02/12/2025,UW-River Falls,UW-Stout,Road,T
02/12/2025,DePauw,Wittenberg,Road,T
02/12/2025,Wittenberg,DePauw,Road,T
02/12/2025,Albright,York PA,Road,T
02/12/2025,York PA,Albright,Road,T
02/12/2025,Loras,Buena Vista,Road,T
02/12/2025,Buena Vista,Loras,Road,T
02/13/2025,Mary Hardin-Baylor,Le Tourneau,Road,T
02/13/2025,Le Tourneau,Mary Hardin-Baylor,Road,T
02/13/2025,Cairn,Cedar Crest,Road,T
02/13/2025,Cedar Crest,Cairn,Road,T
02/13/2025,Howard Payne,Hardin-Simmons,Road,T
02/13/2025,Hardin-Simmons,Howard Payne,Road,T
02/13/2025,Lyon,Eureka,Road,T
02/13/2025,Eureka,Lyon,Road,T
02/13/2025,Mt. Mary,Maranatha Bap,Road,T
02/13/2025,Maranatha Bap,Mt. Mary,Road,T
02/13/2025,MS Women,Blackburn,Road,T
02/13/2025,Blackburn,MS Women,Road,T
02/13/2025,Wesleyan GA,Agnes Scott,Road,T
02/13/2025,Agnes Scott,Wesleyan GA,Road,T
02/13/2025,Manhattanville,Yeshiva,Road,T
02/13/2025,Yeshiva,Manhattanville,Road,T
02/14/2025,Utica,Elmira,Road,T
02/14/2025,Elmira,Utica,Road,T
02/14/2025,Hartwick,St. John Fisher,Road,T
02/14/2025,St. John Fisher,Hartwick,Road,T
02/14/2025,Sage,Nazareth,Road,T
02/14/2025,Nazareth,Sage,Road,T
02/14/2025,Bard,Rensselaer,Road,T
02/14/2025,Rensselaer,Bard,Road,T
02/14/2025,Ithaca,St. Lawrence,Road,T
02/14/2025,St. Lawrence,Ithaca,Road,T
02/14/2025,SW Univ TX,Schreiner,Road,T
02/14/2025,Schreiner,SW Univ TX,Road,T
02/14/2025,St. Thomas TX,Univ Ozarks,Road,T
02/14/2025,Univ Ozarks,St. Thomas TX,Road,T
02/14/2025,Bowdoin,Wesleyan CT,Road,T
02/14/2025,Wesleyan CT,Bowdoin,Road,T
02/14/2025,Vassar,Rochester Tech,Road,T
02/14/2025,Rochester Tech,Vassar,Road,T
02/14/2025,CT College,Bates,Road,T
02/14/2025,Bates,CT College,Road,T
02/14/2025,TX Lutheran,Trinity (Texas),Road,T
02/14/2025,Trinity (Texas),TX Lutheran,Road,T
02/14/2025,Union NY,Clarkson,Road,T
02/14/2025,Clarkson,Union NY,Road,T
02/14/2025,NYU,Emory,Road,T
02/14/2025,Emory,NYU,Road,T
02/14/2025,John Jay,City Col NY,Road,T
02/14/2025,City Col NY,John Jay,Road,T
02/14/2025,NVU-Johnson,SUNY Cobleskill,Road,T
02/14/2025,SUNY Cobleskill,NVU-Johnson,Road,T
02/14/2025,Lewis & Clark,Puget Sound,Road,T
02/14/2025,Puget Sound,Lewis & Clark,Road,T
02/14/2025,WashU,Case Western,Road,T
02/14/2025,Case Western,WashU,Road,T
02/14/2025,Colorado Col,Centenary,Road,T
02/14/2025,Centenary,Colorado Col,Road,T
02/14/2025,Chicago,Carnegie Mellon,Road,T
02/14/2025,Carnegie Mellon,Chicago,Road,T
02/14/2025,Colby,Trinity (Conn),Road,T
02/14/2025,Trinity (Conn),Colby,Road,T
02/14/2025,Brockport St.,Alfred,Road,T
02/14/2025,Alfred,Brockport St.,Road,T
02/14/2025,SUNY Oneonta,Cortland,Road,T
02/14/2025,Cortland,SUNY Oneonta,Road,T
02/14/2025,Geneseo St.,Houghton,Road,T
02/14/2025,Houghton,Geneseo St.,Road,T
02/14/2025,George Fox,Whitman,Road,T
02/14/2025,Whitman,George Fox,Road,T
02/14/2025,Centre,Hendrix,Road,T
02/14/2025,Hendrix,Centre,Road,T
02/14/2025,Skidmore,Hobart & Smith,Road,T
02/14/2025,Hobart & Smith,Skidmore,Road,T
02/14/2025,SUNYIT,Keuka,Road,T
02/14/2025,Keuka,SUNYIT,Road,T
02/14/2025,Linfield,Willamette,Road,T
02/14/2025,Willamette,Linfield,Road,T
02/14/2025,NVU-Lyndon,SUNY Delhi,Road,T
02/14/2025,SUNY Delhi,NVU-Lyndon,Road,T
02/14/2025,ME Presque Isle,ME Maritime,Road,T
02/14/2025,ME Maritime,ME Presque Isle,Road,T
02/14/2025,Amherst,Middlebury,Road,T
02/14/2025,Middlebury,Amherst,Road,T
02/14/2025,Baruch,York NY,Road,T
02/14/2025,York NY,Baruch,Road,T
02/14/2025,Millsaps,Oglethorpe,Road,T
02/14/2025,Oglethorpe,Millsaps,Road,T
02/14/2025,Pacific,Whitworth,Road,T
02/14/2025,Whitworth,Pacific,Road,T
02/14/2025,Plattsburgh St.,Oswego St.,Road,T
02/14/2025,Oswego St.,Plattsburgh St.,Road,T
02/14/2025,Sewanee,Rhodes,Road,T
02/14/2025,Rhodes,Sewanee,Road,T
02/14/2025,Brandeis,Rochester,Road,T
02/14/2025,Rochester,Brandeis,Road,T
02/14/2025,SUNY Potsdam,SUNY Canton,Road,T
02/14/2025,SUNY Canton,SUNY Potsdam,Road,T
02/14/2025,SUNY Fredonia,Buffalo St.,Road,T
02/14/2025,Buffalo St.,SUNY Fredonia,Road,T
02/14/2025,SUNY New Paltz,Morrisville St.,Road,T
02/14/2025,Morrisville St.,SUNY New Paltz,Road,T
02/14/2025,Hamilton,Williams,Road,T
02/14/2025,Williams,Hamilton,Road,T
02/14/2025,Medgar Evers,Brooklyn Col,Road,T
02/14/2025,Brooklyn Col,Medgar Evers,Road,T
02/15/2025,Clark MA,Salve Regina,Road,T
02/15/2025,Salve Regina,Clark MA,Road,T
02/15/2025,WPI,Coast Guard,Road,T
02/15/2025,Coast Guard,WPI,Road,T
02/15/2025,St. Mary's IN,Alma,Road,T
02/15/2025,Alma,St. Mary's IN,Road,T
02/15/2025,SUNYIT,Elmira,Road,T
02/15/2025,Elmira,SUNYIT,Road,T
02/15/2025,Franklin,Hanover,Road,T
02/15/2025,Hanover,Franklin,Road,T
02/15/2025,Guilford,Randolph Col,Road,T
02/15/2025,Randolph Col,Guilford,Road,T
02/15/2025,Hartwick,Nazareth,Road,T
02/15/2025,Nazareth,Hartwick,Road,T
02/15/2025,Hunter,Lehman,Road,T
02/15/2025,Lehman,Hunter,Road,T
02/15/2025,Kenyon,DePauw,Road,T
02/15/2025,DePauw,Kenyon,Road,T
02/15/2025,Beloit,Knox,Road,T
02/15/2025,Knox,Beloit,Road,T
02/15/2025,Simpson (Iowa),Loras,Road,T
02/15/2025,Loras,Simpson (Iowa),Road,T
02/15/2025,Lynchburg,E Mennonite,Road,T
02/15/2025,E Mennonite,Lynchburg,Road,T
02/15/2025,ME Presque Isle,Thomas ME,Road,T
02/15/2025,Thomas ME,ME Presque Isle,Road,T
02/15/2025,Marymount,Marywood,Road,T
02/15/2025,Marywood,Marymount,Road,T
02/15/2025,Milwaukee Eng,Dominican IL,Road,T
02/15/2025,Dominican IL,Milwaukee Eng,Road,T
02/15/2025,Misericordia,FDU Madison,Road,T
02/15/2025,FDU Madison,Misericordia,Road,T
02/15/2025,Maryville TN,Agnes Scott,Road,T
02/15/2025,Agnes Scott,Maryville TN,Road,T
02/15/2025,Mt. Holyoke,Wellesley,Road,T
02/15/2025,Wellesley,Mt. Holyoke,Road,T
02/15/2025,SUNY Potsdam,Oswego St.,Road,T
02/15/2025,Oswego St.,SUNY Potsdam,Road,T
02/15/2025,Regis MA,Albertus Magnus,Road,T
02/15/2025,Albertus Magnus,Regis MA,Road,T
02/15/2025,Gordon,Roger Williams,Road,T
02/15/2025,Roger Williams,Gordon,Road,T
02/15/2025,Hamline,Bethel,Road,T
02/15/2025,Bethel,Hamline,Road,T
02/15/2025,PSU-Abington,Valley Forge,Road,T
02/15/2025,Valley Forge,PSU-Abington,Road,T
02/15/2025,TX Lutheran,Schreiner,Road,T
02/15/2025,Schreiner,TX Lutheran,Road,T
02/15/2025,Skidmore,Rochester Tech,Road,T
02/15/2025,Rochester Tech,Skidmore,Road,T
02/15/2025,SUNY Oneonta,Morrisville St.,Road,T
02/15/2025,Morrisville St.,SUNY Oneonta,Road,T
02/15/2025,Mt. St. Joseph,Transylvania,Road,T
02/15/2025,Transylvania,Mt. St. Joseph,Road,T
02/15/2025,Bowdoin,Trinity (Conn),Road,T
02/15/2025,Trinity (Conn),Bowdoin,Road,T
02/15/2025,NVU-Johnson,SUNY Delhi,Road,T
02/15/2025,SUNY Delhi,NVU-Johnson,Road,T
02/15/2025,Ohio Wesleyan,Wooster,Road,T
02/15/2025,Wooster,Ohio Wesleyan,Road,T
02/15/2025,Mt. St. Vincent,Old Westbury,Road,T
02/15/2025,Old Westbury,Mt. St. Vincent,Road,T
02/15/2025,Elms,St. Joseph CT,Road,T
02/15/2025,St. Joseph CT,Elms,Road,T
02/15/2025,Pomona-Pitzer,Claremont-Mudd-Scripps,Road,T
02/15/2025,Claremont-Mudd-Scripps,Pomona-Pitzer,Road,T
02/15/2025,Vassar,Rensselaer,Road,T
02/15/2025,Rensselaer,Vassar,Road,T
02/15/2025,Delaware Val,Arcadia,Road,T
02/15/2025,Arcadia,Delaware Val,Road,T
02/15/2025,Catholic,Drew,Road,T
02/15/2025,Drew,Catholic,Road,T
02/15/2025,Dubuque,Central IA,Road,T
02/15/2025,Central IA,Dubuque,Road,T
02/15/2025,Wheaton MA,Emerson,Road,T
02/15/2025,Emerson,Wheaton MA,Road,T
